_nwb_path,subject_id,is_technically_valid,is_good_session,ecephys_session_id,recording_day,reward_block,block_order,online_labels_interpretable,interpretation_scope,n_label_trials,n_unavailable_label_comparisons,n_online_outcome_absent,n_online_outcome_conflicts,n_canonical_response_missing,n_label_comparisons,n_label_disagreements,agreement_rate
https://dandiarchive.s3.amazonaws.com/blobs/2b8/c4a/2b8c4a9d-2e57-4a8d-a9dd-3aa56cf82732,608671,true,false,1177900858,EPHYS_1,no_reward,2,false,audit_only_online_outcomes_not_state_independent,157,10,10,0,0,147,3,0.9795918367346939
https://dandiarchive.s3.amazonaws.com/blobs/2b8/c4a/2b8c4a9d-2e57-4a8d-a9dd-3aa56cf82732,608671,true,false,1177900858,EPHYS_1,engaged_2,3,true,reward_available_validation,157,0,0,0,0,157,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/e4f/a5f/e4fa5f32-279b-40b0-a324-b0d14d1c4cdc,608671,true,false,1178460518,EPHYS_3,engaged_1,1,true,reward_available_validation,55,1,0,1,0,54,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/e4f/a5f/e4fa5f32-279b-40b0-a324-b0d14d1c4cdc,608671,true,false,1178460518,EPHYS_3,no_reward,2,false,audit_only_online_outcomes_not_state_independent,155,3,3,0,0,152,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/e4f/a5f/e4fa5f32-279b-40b0-a324-b0d14d1c4cdc,608671,true,false,1178460518,EPHYS_3,engaged_2,3,true,reward_available_validation,112,1,0,1,0,111,1,0.990990990990991
https://dandiarchive.s3.amazonaws.com/blobs/f8f/a8d/f8fa8d9d-b477-4570-875d-852aa7c507d4,608671,true,false,1178693650,EPHYS_4,engaged_1,1,true,reward_available_validation,43,0,0,0,0,43,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/f8f/a8d/f8fa8d9d-b477-4570-875d-852aa7c507d4,608671,true,false,1178693650,EPHYS_4,no_reward,2,false,audit_only_online_outcomes_not_state_independent,157,35,35,0,0,122,1,0.9918032786885246
https://dandiarchive.s3.amazonaws.com/blobs/f8f/a8d/f8fa8d9d-b477-4570-875d-852aa7c507d4,608671,true,false,1178693650,EPHYS_4,engaged_2,3,true,reward_available_validation,110,0,0,0,0,110,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/fe8/82f/fe882f8d-cadd-49b7-a088-3f7605d8b083,608671,true,false,1178173272,EPHYS_2,engaged_1,1,true,reward_available_validation,67,0,0,0,0,67,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/fe8/82f/fe882f8d-cadd-49b7-a088-3f7605d8b083,608671,true,false,1178173272,EPHYS_2,no_reward,2,false,audit_only_online_outcomes_not_state_independent,155,0,0,0,0,155,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/fe8/82f/fe882f8d-cadd-49b7-a088-3f7605d8b083,608671,true,false,1178173272,EPHYS_2,engaged_2,3,true,reward_available_validation,141,0,0,0,0,141,1,0.9929078014184397
https://dandiarchive.s3.amazonaws.com/blobs/0ab/b29/0abb2952-5419-4c3b-b848-d58b590e49b5,608672,true,false,1174790219,EPHYS_2,engaged_1,1,true,reward_available_validation,48,0,0,0,0,48,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/0ab/b29/0abb2952-5419-4c3b-b848-d58b590e49b5,608672,true,false,1174790219,EPHYS_2,no_reward,2,false,audit_only_online_outcomes_not_state_independent,151,21,21,0,0,130,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/0ab/b29/0abb2952-5419-4c3b-b848-d58b590e49b5,608672,true,false,1174790219,EPHYS_2,engaged_2,3,true,reward_available_validation,93,0,0,0,0,93,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/45e/b63/45eb632e-a7df-4d91-b0ea-ab8ff3512409,608672,true,false,1175253205,EPHYS_4,engaged_1,1,true,reward_available_validation,34,0,0,0,0,34,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/45e/b63/45eb632e-a7df-4d91-b0ea-ab8ff3512409,608672,true,false,1175253205,EPHYS_4,no_reward,2,false,audit_only_online_outcomes_not_state_independent,157,19,19,0,0,138,3,0.9782608695652174
https://dandiarchive.s3.amazonaws.com/blobs/45e/b63/45eb632e-a7df-4d91-b0ea-ab8ff3512409,608672,true,false,1175253205,EPHYS_4,engaged_2,3,true,reward_available_validation,96,0,0,0,0,96,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/bee/4c8/bee4c859-5d34-4bb8-aff9-c839f7465d57,608672,true,false,1174553025,EPHYS_1,engaged_1,1,true,reward_available_validation,60,0,0,0,0,60,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/bee/4c8/bee4c859-5d34-4bb8-aff9-c839f7465d57,608672,true,false,1174553025,EPHYS_1,no_reward,2,false,audit_only_online_outcomes_not_state_independent,160,25,25,0,0,135,1,0.9925925925925926
https://dandiarchive.s3.amazonaws.com/blobs/bee/4c8/bee4c859-5d34-4bb8-aff9-c839f7465d57,608672,true,false,1174553025,EPHYS_1,engaged_2,3,true,reward_available_validation,135,1,0,1,0,134,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/ecf/4b0/ecf4b0b7-074f-487d-974c-a5188c39f67e,608672,true,false,1175067685,EPHYS_3,engaged_1,1,true,reward_available_validation,42,0,0,0,0,42,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/ecf/4b0/ecf4b0b7-074f-487d-974c-a5188c39f67e,608672,true,false,1175067685,EPHYS_3,no_reward,2,false,audit_only_online_outcomes_not_state_independent,156,26,26,0,0,130,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/ecf/4b0/ecf4b0b7-074f-487d-974c-a5188c39f67e,608672,true,false,1175067685,EPHYS_3,engaged_2,3,true,reward_available_validation,130,0,0,0,0,130,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/0e3/8be/0e38be1e-c081-4521-86c7-d316a3aa6a09,611160,true,false,1176580734,EPHYS_2,engaged_1,1,true,reward_available_validation,45,0,0,0,0,45,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/0e3/8be/0e38be1e-c081-4521-86c7-d316a3aa6a09,611160,true,false,1176580734,EPHYS_2,no_reward,2,false,audit_only_online_outcomes_not_state_independent,162,7,7,0,0,155,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/0e3/8be/0e38be1e-c081-4521-86c7-d316a3aa6a09,611160,true,false,1176580734,EPHYS_2,engaged_2,3,true,reward_available_validation,105,0,0,0,0,105,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/31a/05e/31a05e05-48b4-4889-a8b3-8dffcdc8ef89,611160,true,false,1176989662,EPHYS_4,engaged_1,1,true,reward_available_validation,44,0,0,0,0,44,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/31a/05e/31a05e05-48b4-4889-a8b3-8dffcdc8ef89,611160,true,false,1176989662,EPHYS_4,no_reward,2,false,audit_only_online_outcomes_not_state_independent,159,22,22,0,0,137,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/31a/05e/31a05e05-48b4-4889-a8b3-8dffcdc8ef89,611160,true,false,1176989662,EPHYS_4,engaged_2,3,true,reward_available_validation,129,0,0,0,0,129,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/8a2/759/8a27595e-a223-4dec-9fcd-0f886050fa7d,611160,true,false,1176791184,EPHYS_3,engaged_1,1,true,reward_available_validation,39,0,0,0,0,39,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/8a2/759/8a27595e-a223-4dec-9fcd-0f886050fa7d,611160,true,false,1176791184,EPHYS_3,no_reward,2,false,audit_only_online_outcomes_not_state_independent,158,32,32,0,0,126,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/8a2/759/8a27595e-a223-4dec-9fcd-0f886050fa7d,611160,true,false,1176791184,EPHYS_3,engaged_2,3,true,reward_available_validation,120,0,0,0,0,120,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/6a7/f05/6a7f05a7-12dd-44cc-8d40-59fa08937b0e,611166,true,false,1189820015,EPHYS_2,engaged_1,1,true,reward_available_validation,34,1,0,1,0,33,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/6a7/f05/6a7f05a7-12dd-44cc-8d40-59fa08937b0e,611166,true,false,1189820015,EPHYS_2,no_reward,2,false,audit_only_online_outcomes_not_state_independent,155,46,46,0,0,109,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/6a7/f05/6a7f05a7-12dd-44cc-8d40-59fa08937b0e,611166,true,false,1189820015,EPHYS_2,engaged_2,3,true,reward_available_validation,98,3,0,3,0,95,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/718/75c/71875c87-1585-49ee-b80f-26210d975e15,611166,true,false,1190290940,EPHYS_4,engaged_1,1,true,reward_available_validation,48,1,0,1,0,47,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/718/75c/71875c87-1585-49ee-b80f-26210d975e15,611166,true,false,1190290940,EPHYS_4,no_reward,2,false,audit_only_online_outcomes_not_state_independent,158,23,23,0,0,135,1,0.9925925925925926
https://dandiarchive.s3.amazonaws.com/blobs/718/75c/71875c87-1585-49ee-b80f-26210d975e15,611166,true,false,1190290940,EPHYS_4,engaged_2,3,true,reward_available_validation,107,0,0,0,0,107,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/861/4d2/8614d263-cbc7-4fbd-bc00-69a8b1b927e5,611166,true,false,1189336645,EPHYS_1,engaged_1,1,true,reward_available_validation,50,0,0,0,0,50,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/861/4d2/8614d263-cbc7-4fbd-bc00-69a8b1b927e5,611166,true,false,1189336645,EPHYS_1,no_reward,2,false,audit_only_online_outcomes_not_state_independent,156,34,34,0,0,122,2,0.9836065573770492
https://dandiarchive.s3.amazonaws.com/blobs/861/4d2/8614d263-cbc7-4fbd-bc00-69a8b1b927e5,611166,true,false,1189336645,EPHYS_1,engaged_2,3,true,reward_available_validation,144,2,0,2,0,142,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/b7c/991/b7c991b8-a603-458b-8e4b-8b721669fecd,611166,true,false,1190094328,EPHYS_3,engaged_1,1,true,reward_available_validation,50,0,0,0,0,50,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/b7c/991/b7c991b8-a603-458b-8e4b-8b721669fecd,611166,true,false,1190094328,EPHYS_3,no_reward,2,false,audit_only_online_outcomes_not_state_independent,154,23,23,0,0,131,1,0.9923664122137404
https://dandiarchive.s3.amazonaws.com/blobs/b7c/991/b7c991b8-a603-458b-8e4b-8b721669fecd,611166,true,false,1190094328,EPHYS_3,engaged_2,3,true,reward_available_validation,82,0,0,0,0,82,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/755/a0b/755a0bb5-97d8-4679-a2d6-1be3366d9cff,612090,true,true,1180107381,EPHYS_3,engaged_1,1,true,reward_available_validation,58,0,0,0,0,58,2,0.9655172413793104
https://dandiarchive.s3.amazonaws.com/blobs/755/a0b/755a0bb5-97d8-4679-a2d6-1be3366d9cff,612090,true,true,1180107381,EPHYS_3,no_reward,2,false,audit_only_online_outcomes_not_state_independent,154,34,34,0,0,120,3,0.975
https://dandiarchive.s3.amazonaws.com/blobs/755/a0b/755a0bb5-97d8-4679-a2d6-1be3366d9cff,612090,true,true,1180107381,EPHYS_3,engaged_2,3,true,reward_available_validation,105,0,0,0,0,105,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/805/c33/805c3334-a4f4-4386-90fd-c7b064a28be8,612090,true,true,1179670730,EPHYS_1,engaged_1,1,true,reward_available_validation,42,0,0,0,0,42,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/805/c33/805c3334-a4f4-4386-90fd-c7b064a28be8,612090,true,true,1179670730,EPHYS_1,no_reward,2,false,audit_only_online_outcomes_not_state_independent,156,53,53,0,0,103,8,0.9223300970873787
https://dandiarchive.s3.amazonaws.com/blobs/805/c33/805c3334-a4f4-4386-90fd-c7b064a28be8,612090,true,true,1179670730,EPHYS_1,engaged_2,3,true,reward_available_validation,129,0,0,0,0,129,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/e4a/849/e4a84972-c995-4591-b870-4171b092406b,612090,true,false,1180266229,EPHYS_4,engaged_1,1,true,reward_available_validation,73,0,0,0,0,73,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/e4a/849/e4a84972-c995-4591-b870-4171b092406b,612090,true,false,1180266229,EPHYS_4,no_reward,2,false,audit_only_online_outcomes_not_state_independent,158,13,13,0,0,145,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/e4a/849/e4a84972-c995-4591-b870-4171b092406b,612090,true,false,1180266229,EPHYS_4,engaged_2,3,true,reward_available_validation,121,0,0,0,0,121,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/ecf/ff1/ecfff12c-b251-430f-9c0d-05025ad77f11,612090,true,true,1179911454,EPHYS_2,engaged_1,1,true,reward_available_validation,65,0,0,0,0,65,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/ecf/ff1/ecfff12c-b251-430f-9c0d-05025ad77f11,612090,true,true,1179911454,EPHYS_2,no_reward,2,false,audit_only_online_outcomes_not_state_independent,160,19,19,0,0,141,2,0.9858156028368794
https://dandiarchive.s3.amazonaws.com/blobs/ecf/ff1/ecfff12c-b251-430f-9c0d-05025ad77f11,612090,true,true,1179911454,EPHYS_2,engaged_2,3,true,reward_available_validation,139,0,0,0,0,139,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/c78/ef5/c78ef53f-16de-4f5e-8235-afe87a226203,614547,true,true,1181731440,EPHYS_4,engaged_1,1,true,reward_available_validation,52,0,0,0,0,52,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/c78/ef5/c78ef53f-16de-4f5e-8235-afe87a226203,614547,true,true,1181731440,EPHYS_4,no_reward,2,false,audit_only_online_outcomes_not_state_independent,159,28,28,0,0,131,3,0.9770992366412213
https://dandiarchive.s3.amazonaws.com/blobs/c78/ef5/c78ef53f-16de-4f5e-8235-afe87a226203,614547,true,true,1181731440,EPHYS_4,engaged_2,3,true,reward_available_validation,77,0,0,0,0,77,2,0.974025974025974
https://dandiarchive.s3.amazonaws.com/blobs/e00/438/e0043830-9418-4875-88b6-c0b5aefca5ae,614547,true,false,1181096406,EPHYS_1,engaged_1,1,true,reward_available_validation,38,0,0,0,0,38,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/e00/438/e0043830-9418-4875-88b6-c0b5aefca5ae,614547,true,false,1181096406,EPHYS_1,no_reward,2,false,audit_only_online_outcomes_not_state_independent,156,59,59,0,0,97,2,0.979381443298969
https://dandiarchive.s3.amazonaws.com/blobs/e00/438/e0043830-9418-4875-88b6-c0b5aefca5ae,614547,true,false,1181096406,EPHYS_1,engaged_2,3,true,reward_available_validation,114,0,0,0,0,114,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/e52/a35/e52a35c1-68c0-4750-9822-c73be5911a37,614547,true,false,1181324124,EPHYS_2,engaged_1,1,true,reward_available_validation,40,0,0,0,0,40,1,0.975
https://dandiarchive.s3.amazonaws.com/blobs/e52/a35/e52a35c1-68c0-4750-9822-c73be5911a37,614547,true,false,1181324124,EPHYS_2,no_reward,2,false,audit_only_online_outcomes_not_state_independent,160,62,62,0,0,98,6,0.9387755102040817
https://dandiarchive.s3.amazonaws.com/blobs/e52/a35/e52a35c1-68c0-4750-9822-c73be5911a37,614547,true,false,1181324124,EPHYS_2,engaged_2,3,true,reward_available_validation,101,0,0,0,0,101,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/0bd/fcc/0bdfccec-c7f5-413e-b52d-4ad1895672fa,614608,true,false,1187668018,EPHYS_2,engaged_1,1,true,reward_available_validation,67,0,0,0,0,67,1,0.9850746268656716
https://dandiarchive.s3.amazonaws.com/blobs/0bd/fcc/0bdfccec-c7f5-413e-b52d-4ad1895672fa,614608,true,false,1187668018,EPHYS_2,no_reward,2,false,audit_only_online_outcomes_not_state_independent,154,23,23,0,0,131,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/0bd/fcc/0bdfccec-c7f5-413e-b52d-4ad1895672fa,614608,true,false,1187668018,EPHYS_2,engaged_2,3,true,reward_available_validation,129,0,0,0,0,129,2,0.9844961240310077
https://dandiarchive.s3.amazonaws.com/blobs/170/d5f/170d5fde-4cd2-400a-9e5e-40fbcb9b6985,614608,true,false,1188138256,EPHYS_4,engaged_1,1,true,reward_available_validation,61,0,0,0,0,61,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/170/d5f/170d5fde-4cd2-400a-9e5e-40fbcb9b6985,614608,true,false,1188138256,EPHYS_4,no_reward,2,false,audit_only_online_outcomes_not_state_independent,157,6,6,0,0,151,2,0.9867549668874173
https://dandiarchive.s3.amazonaws.com/blobs/170/d5f/170d5fde-4cd2-400a-9e5e-40fbcb9b6985,614608,true,false,1188138256,EPHYS_4,engaged_2,3,true,reward_available_validation,138,0,0,0,0,138,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/68c/a06/68ca0674-2a8a-4931-8d5b-10a3edfb0cfa,614608,true,true,1187475832,EPHYS_1,engaged_1,1,true,reward_available_validation,53,1,0,1,0,52,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/68c/a06/68ca0674-2a8a-4931-8d5b-10a3edfb0cfa,614608,true,true,1187475832,EPHYS_1,no_reward,2,false,audit_only_online_outcomes_not_state_independent,156,30,30,0,0,126,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/68c/a06/68ca0674-2a8a-4931-8d5b-10a3edfb0cfa,614608,true,true,1187475832,EPHYS_1,engaged_2,3,true,reward_available_validation,115,0,0,0,0,115,4,0.9652173913043478
https://dandiarchive.s3.amazonaws.com/blobs/fd4/c49/fd4c4964-f02b-456e-af4d-b9407877d0de,614608,true,true,1187940755,EPHYS_3,engaged_1,1,true,reward_available_validation,66,0,0,0,0,66,2,0.9696969696969697
https://dandiarchive.s3.amazonaws.com/blobs/fd4/c49/fd4c4964-f02b-456e-af4d-b9407877d0de,614608,true,true,1187940755,EPHYS_3,no_reward,2,false,audit_only_online_outcomes_not_state_independent,157,12,12,0,0,145,1,0.993103448275862
https://dandiarchive.s3.amazonaws.com/blobs/fd4/c49/fd4c4964-f02b-456e-af4d-b9407877d0de,614608,true,true,1187940755,EPHYS_3,engaged_2,3,true,reward_available_validation,107,0,0,0,0,107,1,0.9906542056074766
https://dandiarchive.s3.amazonaws.com/blobs/333/44c/33344c82-0b1b-48ac-b5b1-ba6eac47f6e2,615047,true,false,1191375883,EPHYS_3,engaged_1,1,true,reward_available_validation,45,0,0,0,0,45,2,0.9555555555555556
https://dandiarchive.s3.amazonaws.com/blobs/333/44c/33344c82-0b1b-48ac-b5b1-ba6eac47f6e2,615047,true,false,1191375883,EPHYS_3,no_reward,2,false,audit_only_online_outcomes_not_state_independent,153,83,83,0,0,70,18,0.7428571428571429
https://dandiarchive.s3.amazonaws.com/blobs/333/44c/33344c82-0b1b-48ac-b5b1-ba6eac47f6e2,615047,true,false,1191375883,EPHYS_3,engaged_2,3,true,reward_available_validation,85,0,0,0,0,85,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/4d8/ee0/4d8ee03a-8ed6-46af-baef-48bcdc3bda86,615047,true,false,1190892228,EPHYS_1,engaged_1,1,true,reward_available_validation,63,0,0,0,0,63,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/4d8/ee0/4d8ee03a-8ed6-46af-baef-48bcdc3bda86,615047,true,false,1190892228,EPHYS_1,no_reward,2,false,audit_only_online_outcomes_not_state_independent,154,11,11,0,0,143,2,0.986013986013986
https://dandiarchive.s3.amazonaws.com/blobs/4d8/ee0/4d8ee03a-8ed6-46af-baef-48bcdc3bda86,615047,true,false,1190892228,EPHYS_1,engaged_2,3,true,reward_available_validation,120,1,0,1,0,119,3,0.9747899159663865
https://dandiarchive.s3.amazonaws.com/blobs/9b5/21d/9b521df8-c80b-4305-b5f5-6830e47015dc,615047,true,false,1191631184,EPHYS_4,engaged_1,1,true,reward_available_validation,71,0,0,0,0,71,1,0.9859154929577465
https://dandiarchive.s3.amazonaws.com/blobs/9b5/21d/9b521df8-c80b-4305-b5f5-6830e47015dc,615047,true,false,1191631184,EPHYS_4,no_reward,2,false,audit_only_online_outcomes_not_state_independent,151,10,10,0,0,141,1,0.9929078014184397
https://dandiarchive.s3.amazonaws.com/blobs/9b5/21d/9b521df8-c80b-4305-b5f5-6830e47015dc,615047,true,false,1191631184,EPHYS_4,engaged_2,3,true,reward_available_validation,60,0,0,0,0,60,3,0.95
https://dandiarchive.s3.amazonaws.com/blobs/a25/64a/a2564a07-a0cb-4376-b229-bb8586440a65,615047,true,false,1191131853,EPHYS_2,engaged_1,1,true,reward_available_validation,68,0,0,0,0,68,1,0.9852941176470589
https://dandiarchive.s3.amazonaws.com/blobs/a25/64a/a2564a07-a0cb-4376-b229-bb8586440a65,615047,true,false,1191131853,EPHYS_2,no_reward,2,false,audit_only_online_outcomes_not_state_independent,158,16,16,0,0,142,2,0.9859154929577465
https://dandiarchive.s3.amazonaws.com/blobs/a25/64a/a2564a07-a0cb-4376-b229-bb8586440a65,615047,true,false,1191131853,EPHYS_2,engaged_2,3,true,reward_available_validation,130,0,0,0,0,130,2,0.9846153846153847
https://dandiarchive.s3.amazonaws.com/blobs/75d/9d0/75d9d091-e7db-47d1-aac4-d41133e29393,615048,true,true,1197725774,EPHYS_2,engaged_1,1,true,reward_available_validation,55,0,0,0,0,55,1,0.9818181818181818
https://dandiarchive.s3.amazonaws.com/blobs/75d/9d0/75d9d091-e7db-47d1-aac4-d41133e29393,615048,true,true,1197725774,EPHYS_2,no_reward,2,false,audit_only_online_outcomes_not_state_independent,155,0,0,0,0,155,1,0.9935483870967742
https://dandiarchive.s3.amazonaws.com/blobs/75d/9d0/75d9d091-e7db-47d1-aac4-d41133e29393,615048,true,true,1197725774,EPHYS_2,engaged_2,3,true,reward_available_validation,122,0,0,0,0,122,2,0.9836065573770492
https://dandiarchive.s3.amazonaws.com/blobs/79f/491/79f49133-ebbc-4302-9892-e200c2fad8e2,615048,true,false,1198130743,EPHYS_4,engaged_1,1,true,reward_available_validation,76,0,0,0,0,76,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/79f/491/79f49133-ebbc-4302-9892-e200c2fad8e2,615048,true,false,1198130743,EPHYS_4,no_reward,2,false,audit_only_online_outcomes_not_state_independent,153,0,0,0,0,153,2,0.9869281045751634
https://dandiarchive.s3.amazonaws.com/blobs/79f/491/79f49133-ebbc-4302-9892-e200c2fad8e2,615048,true,false,1198130743,EPHYS_4,engaged_2,3,true,reward_available_validation,129,0,0,0,0,129,0,1.0
https://dandiarchive.s3.amazonaws.com/blobs/cef/352/cef35297-7f3a-41ce-949d-59dd2a4c4bc1,615048,true,false,1197967151,EPHYS_3,engaged_1,1,true,reward_available_validation,72,0,0,0,0,72,0,1.0
