analysis_id,result_id,contrast_id,hypothesis,dandiset_version,code_version,seed,analysis_tier,inclusion_definition,missingness_stratum,estimate,scale,ci_low,ci_high,confidence_level,ci_method,test_statistic,test_method,p_value,adjusted_p_value,adjustment_method,multiplicity_family,sidedness,n_mice,n_sessions,n_probes,n_units,n_trials,aggregation,bootstrap_id,model_formula,cv_grouping,status,reason
behavior_transition_qc,reward_withdrawal_go_minus_catch_pseudo_controlled_step_mouse_mean,reward_withdrawal_go_minus_catch_pseudo_controlled_step,E1-to-no-reward withdrawal pseudo-controlled go-minus-catch response gating differs from zero.,0.260825.2232,24ba096deb2d8931af3423b9b5682cdbeec7884c+dirty,21065,exploratory,technically valid sessions with at least one go-minus-catch trial in every required 3-minute effect window,complete_required_effect_windows,0.1020446888502444,difference in probability differences,-0.010604411235198256,0.2093512418223066,0.95,mouse percentile bootstrap (10000 resamples),0.1020446888502444,monte_carlo_two_sided_sign_flip,0.08532914670853292,0.08532914670853292,holm,behavior_transition_primary_specificity,two-sided,27,97,,,5502,equal-session mean within mouse; equal-mouse inference,seed=21065;n_resamples=10000,real signed(post - pre) - matched source-state pseudo signed(post - pre),,pass,
behavior_transition_qc,reward_restoration_go_real_step_mouse_mean,reward_restoration_go_real_step,no-reward-to-E2 restoration real transition step for go responses.,0.260825.2232,24ba096deb2d8931af3423b9b5682cdbeec7884c+dirty,21066,exploratory,technically valid sessions with at least one go trial in every required 3-minute effect window,complete_required_effect_windows,0.43193946399964916,probability difference,0.3427633383420421,0.5178626504668171,0.95,mouse percentile bootstrap (10000 resamples),,,,,,,not_applicable,27,98,,,1926,equal-session mean within mouse; equal-mouse inference,seed=21066;n_resamples=10000,transition-specific signed(post - pre) at real boundary,,pass,
behavior_transition_qc,reward_restoration_go_pseudo_step_mouse_mean,reward_restoration_go_pseudo_step,no-reward-to-E2 restoration within-source-state pseudo step for go responses.,0.260825.2232,24ba096deb2d8931af3423b9b5682cdbeec7884c+dirty,21067,exploratory,technically valid sessions with at least one go trial in every required 3-minute effect window,complete_required_effect_windows,-0.0612548132292141,probability difference,-0.09569705343449214,-0.026549388187460082,0.95,mouse percentile bootstrap (10000 resamples),,,,,,,not_applicable,27,98,,,2339,equal-session mean within mouse; equal-mouse inference,seed=21067;n_resamples=10000,transition-specific signed(post - pre) at source-state temporal midpoint,,pass,
behavior_transition_qc,reward_restoration_go_pseudo_controlled_step_mouse_mean,reward_restoration_go_pseudo_controlled_step,no-reward-to-E2 restoration pseudo-controlled go response gating differs from zero.,0.260825.2232,24ba096deb2d8931af3423b9b5682cdbeec7884c+dirty,21068,exploratory,technically valid sessions with at least one go trial in every required 3-minute effect window,complete_required_effect_windows,0.4998462243900697,difference in probability differences,0.4024356062633909,0.5995574191754747,0.95,mouse percentile bootstrap (10000 resamples),0.4998462243900697,monte_carlo_two_sided_sign_flip,9.99990000099999e-6,0.00001999980000199998,holm,behavior_transition_primary_go,two-sided,27,97,,,4243,equal-session mean within mouse; equal-mouse inference,seed=21068;n_resamples=10000,real signed(post - pre) - matched source-state pseudo signed(post - pre),,pass,
behavior_transition_qc,reward_restoration_go_real_latency_step_seconds_mouse_mean,reward_restoration_go_real_latency_step_seconds,Describe no-reward-to-E2 restoration go responder-only latency; positive means slowing after withdrawal or speeding after restoration for real transition response-latency step; no unconditional or inferential latency claim.,0.260825.2232,24ba096deb2d8931af3423b9b5682cdbeec7884c+dirty,21069,exploratory,technically valid sessions with at least one canonical response in every required 3-minute window; responder-only conditional latency summary,responders_in_all_required_effect_windows,0.020538975694467217,seconds,-0.020186789496492274,0.06049748437505288,0.95,mouse percentile bootstrap (10000 resamples),,,,,,,not_applicable,24,60,,,408,equal-session mean within mouse; equal-mouse inference,seed=21069;n_resamples=10000,latency-specific signed(post - pre) at real boundary; conditional on canonical response in each window,,pass,
behavior_transition_qc,reward_restoration_go_pseudo_latency_step_seconds_mouse_mean,reward_restoration_go_pseudo_latency_step_seconds,Describe no-reward-to-E2 restoration go responder-only latency; positive means slowing after withdrawal or speeding after restoration for within-source-state pseudo response-latency step; no unconditional or inferential latency claim.,0.260825.2232,24ba096deb2d8931af3423b9b5682cdbeec7884c+dirty,21070,exploratory,technically valid sessions with at least one canonical response in every required 3-minute window; responder-only conditional latency summary,responders_in_all_required_effect_windows,-0.0021063734567290044,seconds,-0.032431173225224756,0.024454691743939876,0.95,mouse percentile bootstrap (10000 resamples),,,,,,,not_applicable,27,69,,,451,equal-session mean within mouse; equal-mouse inference,seed=21070;n_resamples=10000,latency-specific signed(post - pre) at source-state temporal midpoint; conditional on canonical response in each window,,pass,
behavior_transition_qc,reward_restoration_go_pseudo_controlled_latency_step_seconds_mouse_mean,reward_restoration_go_pseudo_controlled_latency_step_seconds,Describe no-reward-to-E2 restoration go responder-only latency; positive means slowing after withdrawal or speeding after restoration for real minus pseudo response-latency step; no unconditional or inferential latency claim.,0.260825.2232,24ba096deb2d8931af3423b9b5682cdbeec7884c+dirty,21071,exploratory,technically valid sessions with at least one canonical response in every required 3-minute window; responder-only conditional latency summary,responders_in_all_required_effect_windows,0.025892173913027946,seconds,-0.023902827898484504,0.07112092934781823,0.95,mouse percentile bootstrap (10000 resamples),,,,,,,not_applicable,23,46,,,660,equal-session mean within mouse; equal-mouse inference,seed=21071;n_resamples=10000,real latency signed(post - pre) - matched source-state pseudo signed(post - pre); conditional on canonical response in each window,,pass,
behavior_transition_qc,reward_restoration_catch_real_step_mouse_mean,reward_restoration_catch_real_step,no-reward-to-E2 restoration real transition step for catch responses.,0.260825.2232,24ba096deb2d8931af3423b9b5682cdbeec7884c+dirty,21072,exploratory,technically valid sessions with at least one catch trial in every required 3-minute effect window,complete_required_effect_windows,0.06692019400352732,probability difference,0.007266865079365087,0.1309722222222222,0.95,mouse percentile bootstrap (10000 resamples),,,,,,,not_applicable,27,96,,,925,equal-session mean within mouse; equal-mouse inference,seed=21072;n_resamples=10000,transition-specific signed(post - pre) at real boundary,,pass,
behavior_transition_qc,reward_restoration_catch_pseudo_step_mouse_mean,reward_restoration_catch_pseudo_step,no-reward-to-E2 restoration within-source-state pseudo step for catch responses.,0.260825.2232,24ba096deb2d8931af3423b9b5682cdbeec7884c+dirty,21073,exploratory,technically valid sessions with at least one catch trial in every required 3-minute effect window,complete_required_effect_windows,-0.02097663139329806,probability difference,-0.05829668209876543,0.021720127865961177,0.95,mouse percentile bootstrap (10000 resamples),,,,,,,not_applicable,27,99,,,1116,equal-session mean within mouse; equal-mouse inference,seed=21073;n_resamples=10000,transition-specific signed(post - pre) at source-state temporal midpoint,,pass,
behavior_transition_qc,reward_restoration_catch_pseudo_controlled_step_mouse_mean,reward_restoration_catch_pseudo_controlled_step,no-reward-to-E2 restoration real minus pseudo transition step for catch responses.,0.260825.2232,24ba096deb2d8931af3423b9b5682cdbeec7884c+dirty,21074,exploratory,technically valid sessions with at least one catch trial in every required 3-minute effect window,complete_required_effect_windows,0.08913139329805997,difference in probability differences,0.004724059376837166,0.16641038359788357,0.95,mouse percentile bootstrap (10000 resamples),,,,,,,not_applicable,27,96,,,2016,equal-session mean within mouse; equal-mouse inference,seed=21074;n_resamples=10000,real signed(post - pre) - matched source-state pseudo signed(post - pre),,pass,
behavior_transition_qc,reward_restoration_catch_real_latency_step_seconds_mouse_mean,reward_restoration_catch_real_latency_step_seconds,Describe no-reward-to-E2 restoration catch responder-only latency; positive means slowing after withdrawal or speeding after restoration for real transition response-latency step; no unconditional or inferential latency claim.,0.260825.2232,24ba096deb2d8931af3423b9b5682cdbeec7884c+dirty,21075,exploratory,technically valid sessions with at least one canonical response in every required 3-minute window; responder-only conditional latency summary,responders_in_all_required_effect_windows,0.12200928571407335,seconds,-0.018083571428584428,0.2662071428565663,0.95,mouse percentile bootstrap (10000 resamples),,,,,,,not_applicable,7,8,,,26,equal-session mean within mouse; equal-mouse inference,seed=21075;n_resamples=10000,latency-specific signed(post - pre) at real boundary; conditional on canonical response in each window,,pass,
behavior_transition_qc,reward_restoration_catch_pseudo_latency_step_seconds_mouse_mean,reward_restoration_catch_pseudo_latency_step_seconds,Describe no-reward-to-E2 restoration catch responder-only latency; positive means slowing after withdrawal or speeding after restoration for within-source-state pseudo response-latency step; no unconditional or inferential latency claim.,0.260825.2232,24ba096deb2d8931af3423b9b5682cdbeec7884c+dirty,21076,exploratory,technically valid sessions with at least one canonical response in every required 3-minute window; responder-only conditional latency summary,responders_in_all_required_effect_windows,0.018470833333348462,seconds,-0.2066447083333144,0.2310533333333827,0.95,mouse percentile bootstrap (10000 resamples),,,,,,,not_applicable,6,7,,,26,equal-session mean within mouse; equal-mouse inference,seed=21076;n_resamples=10000,latency-specific signed(post - pre) at source-state temporal midpoint; conditional on canonical response in each window,,pass,
behavior_transition_qc,reward_restoration_catch_pseudo_controlled_latency_step_seconds_mouse_mean,reward_restoration_catch_pseudo_controlled_latency_step_seconds,Describe no-reward-to-E2 restoration catch responder-only latency; positive means slowing after withdrawal or speeding after restoration for real minus pseudo response-latency step; no unconditional or inferential latency claim.,0.260825.2232,24ba096deb2d8931af3423b9b5682cdbeec7884c+dirty,,exploratory,technically valid sessions with at least one canonical response in every required 3-minute window; responder-only conditional latency summary,responders_in_all_required_effect_windows,0.0007599999999001739,seconds,,,,,,,,,,,not_applicable,1,1,,,16,equal-session mean within mouse; equal-mouse inference,,real latency signed(post - pre) - matched source-state pseudo signed(post - pre); conditional on canonical response in each window,,not_estimable,fewer than two mice had a complete effect estimate
behavior_transition_qc,reward_restoration_go_minus_catch_real_step_mouse_mean,reward_restoration_go_minus_catch_real_step,no-reward-to-E2 restoration real transition step for go-minus-catch responses.,0.260825.2232,24ba096deb2d8931af3423b9b5682cdbeec7884c+dirty,21078,exploratory,technically valid sessions with at least one go-minus-catch trial in every required 3-minute effect window,complete_required_effect_windows,0.3634613628826592,probability difference,0.2556734297938002,0.46981739057838595,0.95,mouse percentile bootstrap (10000 resamples),,,,,,,not_applicable,27,96,,,2820,equal-session mean within mouse; equal-mouse inference,seed=21078;n_resamples=10000,transition-specific signed(post - pre) at real boundary,,pass,
behavior_transition_qc,reward_restoration_go_minus_catch_pseudo_step_mouse_mean,reward_restoration_go_minus_catch_pseudo_step,no-reward-to-E2 restoration within-source-state pseudo step for go-minus-catch responses.,0.260825.2232,24ba096deb2d8931af3423b9b5682cdbeec7884c+dirty,21079,exploratory,technically valid sessions with at least one go-minus-catch trial in every required 3-minute effect window,complete_required_effect_windows,-0.03939634762074849,probability difference,-0.0977485216888131,0.013787812366413948,0.95,mouse percentile bootstrap (10000 resamples),,,,,,,not_applicable,27,98,,,3453,equal-session mean within mouse; equal-mouse inference,seed=21079;n_resamples=10000,transition-specific signed(post - pre) at source-state temporal midpoint,,pass,
behavior_transition_qc,reward_restoration_go_minus_catch_pseudo_controlled_step_mouse_mean,reward_restoration_go_minus_catch_pseudo_controlled_step,no-reward-to-E2 restoration pseudo-controlled go-minus-catch response gating differs from zero.,0.260825.2232,24ba096deb2d8931af3423b9b5682cdbeec7884c+dirty,21080,exploratory,technically valid sessions with at least one go-minus-catch trial in every required 3-minute effect window,complete_required_effect_windows,0.4022194041938051,difference in probability differences,0.27667219612293825,0.536012863952849,0.95,mouse percentile bootstrap (10000 resamples),0.4022194041938051,monte_carlo_two_sided_sign_flip,9.99990000099999e-6,0.00001999980000199998,holm,behavior_transition_primary_specificity,two-sided,27,95,,,6170,equal-session mean within mouse; equal-mouse inference,seed=21080;n_resamples=10000,real signed(post - pre) - matched source-state pseudo signed(post - pre),,pass,
