analysis_id,result_id,contrast_id,hypothesis,dandiset_version,code_version,seed,analysis_tier,inclusion_definition,missingness_stratum,estimate,scale,ci_low,ci_high,confidence_level,ci_method,test_statistic,test_method,p_value,adjusted_p_value,adjustment_method,multiplicity_family,sidedness,n_mice,n_sessions,n_probes,n_units,n_trials,aggregation,bootstrap_id,model_formula,cv_grouping,status,reason
simultaneous_network_interaction,MB_to_TH_controlled_reversible_source_added_r2,real_minus_trial_shift_reversible_delta_r2,Positive-lag source-added target prediction is stronger in reward-available blocks than NR beyond the same contrast after within-block trial shifting,0.260825.2232,b953bfdb128e3c196cb95c0499a91eeff0191f60+dirty,1062,discovery,behavior-eligible discovery sessions; isolation QC; familiar full-contrast physical changes; no lick from -150 through +300 ms; equal trials and units,running/pupil not included in preliminary slice; eventual lick response and latency included; D04 consistency pending,-0.000046716672779020806,held-out target R-squared difference in reversible contrasts,-0.007150292024620987,0.006487064342596281,0.95,mouse percentile bootstrap,0.000046716672779020806,exact_two_sided_sign_flip,0.986328125,1.0,holm,discovery_region_pair_interaction_screen,two-sided,10,13,,580,738,equal-session mean within mouse; equal-mouse mean,mouse_percentile_seed_1062,"target late [150,300) ms residual ~ positive-lag source early [0,150) ms RRR after stimulus/time/eventual-response covariates and target early history",nested contiguous trials within block and session,null,discovery_screen_selection_biased
simultaneous_network_interaction,HPF_to_MB_controlled_reversible_source_added_r2,real_minus_trial_shift_reversible_delta_r2,Positive-lag source-added target prediction is stronger in reward-available blocks than NR beyond the same contrast after within-block trial shifting,0.260825.2232,b953bfdb128e3c196cb95c0499a91eeff0191f60+dirty,1063,discovery,behavior-eligible discovery sessions; isolation QC; familiar full-contrast physical changes; no lick from -150 through +300 ms; equal trials and units,running/pupil not included in preliminary slice; eventual lick response and latency included; D04 consistency pending,-0.00006328346208276104,held-out target R-squared difference in reversible contrasts,-0.02179471930112304,0.02000255850692753,0.95,mouse percentile bootstrap,0.00006328346208276104,exact_two_sided_sign_flip,0.99609375,1.0,holm,discovery_region_pair_interaction_screen,two-sided,10,13,,580,738,equal-session mean within mouse; equal-mouse mean,mouse_percentile_seed_1063,"target late [150,300) ms residual ~ positive-lag source early [0,150) ms RRR after stimulus/time/eventual-response covariates and target early history",nested contiguous trials within block and session,null,discovery_screen_selection_biased
simultaneous_network_interaction,STR_to_TH_controlled_reversible_source_added_r2,real_minus_trial_shift_reversible_delta_r2,Positive-lag source-added target prediction is stronger in reward-available blocks than NR beyond the same contrast after within-block trial shifting,0.260825.2232,b953bfdb128e3c196cb95c0499a91eeff0191f60+dirty,1064,discovery,behavior-eligible discovery sessions; isolation QC; familiar full-contrast physical changes; no lick from -150 through +300 ms; equal trials and units,running/pupil not included in preliminary slice; eventual lick response and latency included; D04 consistency pending,-0.0012762573711962509,held-out target R-squared difference in reversible contrasts,-0.007876512737402535,0.005354159806791044,0.95,mouse percentile bootstrap,0.0012762573711962509,exact_two_sided_sign_flip,0.720703125,1.0,holm,discovery_region_pair_interaction_screen,two-sided,11,18,,864,1008,equal-session mean within mouse; equal-mouse mean,mouse_percentile_seed_1064,"target late [150,300) ms residual ~ positive-lag source early [0,150) ms RRR after stimulus/time/eventual-response covariates and target early history",nested contiguous trials within block and session,null,discovery_screen_selection_biased
simultaneous_network_interaction,HPF_to_Isocortex_controlled_reversible_source_added_r2,real_minus_trial_shift_reversible_delta_r2,Positive-lag source-added target prediction is stronger in reward-available blocks than NR beyond the same contrast after within-block trial shifting,0.260825.2232,b953bfdb128e3c196cb95c0499a91eeff0191f60+dirty,1065,discovery,behavior-eligible discovery sessions; isolation QC; familiar full-contrast physical changes; no lick from -150 through +300 ms; equal trials and units,running/pupil not included in preliminary slice; eventual lick response and latency included; D04 consistency pending,-0.0017994488832808384,held-out target R-squared difference in reversible contrasts,-0.027539967203077758,0.014521135783704276,0.95,mouse percentile bootstrap,0.0017994488832808384,exact_two_sided_sign_flip,0.99462890625,1.0,holm,discovery_region_pair_interaction_screen,two-sided,12,21,,1008,1206,equal-session mean within mouse; equal-mouse mean,mouse_percentile_seed_1065,"target late [150,300) ms residual ~ positive-lag source early [0,150) ms RRR after stimulus/time/eventual-response covariates and target early history",nested contiguous trials within block and session,null,discovery_screen_selection_biased
simultaneous_network_interaction,Isocortex_to_MB_controlled_reversible_source_added_r2,real_minus_trial_shift_reversible_delta_r2,Positive-lag source-added target prediction is stronger in reward-available blocks than NR beyond the same contrast after within-block trial shifting,0.260825.2232,b953bfdb128e3c196cb95c0499a91eeff0191f60+dirty,1066,discovery,behavior-eligible discovery sessions; isolation QC; familiar full-contrast physical changes; no lick from -150 through +300 ms; equal trials and units,running/pupil not included in preliminary slice; eventual lick response and latency included; D04 consistency pending,-0.007176505873237526,held-out target R-squared difference in reversible contrasts,-0.027096526096843248,0.00943296787483774,0.95,mouse percentile bootstrap,0.007176505873237526,exact_two_sided_sign_flip,0.521484375,1.0,holm,discovery_region_pair_interaction_screen,two-sided,10,13,,580,738,equal-session mean within mouse; equal-mouse mean,mouse_percentile_seed_1066,"target late [150,300) ms residual ~ positive-lag source early [0,150) ms RRR after stimulus/time/eventual-response covariates and target early history",nested contiguous trials within block and session,null,discovery_screen_selection_biased
simultaneous_network_interaction,STR_to_MB_controlled_reversible_source_added_r2,real_minus_trial_shift_reversible_delta_r2,Positive-lag source-added target prediction is stronger in reward-available blocks than NR beyond the same contrast after within-block trial shifting,0.260825.2232,b953bfdb128e3c196cb95c0499a91eeff0191f60+dirty,1067,discovery,behavior-eligible discovery sessions; isolation QC; familiar full-contrast physical changes; no lick from -150 through +300 ms; equal trials and units,running/pupil not included in preliminary slice; eventual lick response and latency included; D04 consistency pending,-0.008214554274995064,held-out target R-squared difference in reversible contrasts,-0.0302980381699192,0.008864413231221646,0.95,mouse percentile bootstrap,0.008214554274995064,exact_two_sided_sign_flip,0.59375,1.0,holm,discovery_region_pair_interaction_screen,two-sided,9,12,,532,675,equal-session mean within mouse; equal-mouse mean,mouse_percentile_seed_1067,"target late [150,300) ms residual ~ positive-lag source early [0,150) ms RRR after stimulus/time/eventual-response covariates and target early history",nested contiguous trials within block and session,null,discovery_screen_selection_biased
simultaneous_network_interaction,Isocortex_to_TH_controlled_reversible_source_added_r2,real_minus_trial_shift_reversible_delta_r2,Positive-lag source-added target prediction is stronger in reward-available blocks than NR beyond the same contrast after within-block trial shifting,0.260825.2232,b953bfdb128e3c196cb95c0499a91eeff0191f60+dirty,1068,discovery,behavior-eligible discovery sessions; isolation QC; familiar full-contrast physical changes; no lick from -150 through +300 ms; equal trials and units,running/pupil not included in preliminary slice; eventual lick response and latency included; D04 consistency pending,-0.014754815905765389,held-out target R-squared difference in reversible contrasts,-0.028072196912157277,-0.0016911160930479965,0.95,mouse percentile bootstrap,0.014754815905765389,exact_two_sided_sign_flip,0.06103515625,1.0,holm,discovery_region_pair_interaction_screen,two-sided,12,21,,1008,1206,equal-session mean within mouse; equal-mouse mean,mouse_percentile_seed_1068,"target late [150,300) ms residual ~ positive-lag source early [0,150) ms RRR after stimulus/time/eventual-response covariates and target early history",nested contiguous trials within block and session,null,discovery_screen_selection_biased
simultaneous_network_interaction,STR_to_HPF_controlled_reversible_source_added_r2,real_minus_trial_shift_reversible_delta_r2,Positive-lag source-added target prediction is stronger in reward-available blocks than NR beyond the same contrast after within-block trial shifting,0.260825.2232,b953bfdb128e3c196cb95c0499a91eeff0191f60+dirty,1069,discovery,behavior-eligible discovery sessions; isolation QC; familiar full-contrast physical changes; no lick from -150 through +300 ms; equal trials and units,running/pupil not included in preliminary slice; eventual lick response and latency included; D04 consistency pending,-0.01584415951932798,held-out target R-squared difference in reversible contrasts,-0.05972209370640932,0.011428066200758872,0.95,mouse percentile bootstrap,0.01584415951932798,exact_two_sided_sign_flip,0.7626953125,1.0,holm,discovery_region_pair_interaction_screen,two-sided,11,18,,864,1008,equal-session mean within mouse; equal-mouse mean,mouse_percentile_seed_1069,"target late [150,300) ms residual ~ positive-lag source early [0,150) ms RRR after stimulus/time/eventual-response covariates and target early history",nested contiguous trials within block and session,null,discovery_screen_selection_biased
simultaneous_network_interaction,Isocortex_to_HPF_controlled_reversible_source_added_r2,real_minus_trial_shift_reversible_delta_r2,Positive-lag source-added target prediction is stronger in reward-available blocks than NR beyond the same contrast after within-block trial shifting,0.260825.2232,b953bfdb128e3c196cb95c0499a91eeff0191f60+dirty,1070,discovery,behavior-eligible discovery sessions; isolation QC; familiar full-contrast physical changes; no lick from -150 through +300 ms; equal trials and units,running/pupil not included in preliminary slice; eventual lick response and latency included; D04 consistency pending,-0.016838352301922793,held-out target R-squared difference in reversible contrasts,-0.03313269073271818,-0.0034693273023230437,0.95,mouse percentile bootstrap,0.016838352301922793,exact_two_sided_sign_flip,0.041015625,0.8203125,holm,discovery_region_pair_interaction_screen,two-sided,12,21,,1008,1206,equal-session mean within mouse; equal-mouse mean,mouse_percentile_seed_1070,"target late [150,300) ms residual ~ positive-lag source early [0,150) ms RRR after stimulus/time/eventual-response covariates and target early history",nested contiguous trials within block and session,null,discovery_screen_selection_biased
simultaneous_network_interaction,TH_to_MB_controlled_reversible_source_added_r2,real_minus_trial_shift_reversible_delta_r2,Positive-lag source-added target prediction is stronger in reward-available blocks than NR beyond the same contrast after within-block trial shifting,0.260825.2232,b953bfdb128e3c196cb95c0499a91eeff0191f60+dirty,1071,discovery,behavior-eligible discovery sessions; isolation QC; familiar full-contrast physical changes; no lick from -150 through +300 ms; equal trials and units,running/pupil not included in preliminary slice; eventual lick response and latency included; D04 consistency pending,-0.016925608253064273,held-out target R-squared difference in reversible contrasts,-0.07371845156136787,0.015588572461406783,0.95,mouse percentile bootstrap,0.016925608253064273,exact_two_sided_sign_flip,0.978515625,1.0,holm,discovery_region_pair_interaction_screen,two-sided,10,13,,580,738,equal-session mean within mouse; equal-mouse mean,mouse_percentile_seed_1071,"target late [150,300) ms residual ~ positive-lag source early [0,150) ms RRR after stimulus/time/eventual-response covariates and target early history",nested contiguous trials within block and session,null,discovery_screen_selection_biased
